Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2026-03-09T14:13:35.031;89;34,5
2026-03-09T14:13:35.991;92;36,0
2026-03-09T14:13:36.992;95;33,2
2026-03-09T14:13:37.992;98;30,8
2026-03-09T14:13:39.028;100;29,7
2026-03-09T14:13:39.994;101;28,8
2026-03-09T14:13:41.031;103;27,2
2026-03-09T14:13:41.992;104;29,0
2026-03-09T14:13:42.987;103;46,1
2026-03-09T14:13:43.989;103;45,0
2026-03-09T14:13:44.993;99;46,0
2026-03-09T14:13:46.032;98;45,4
2026-03-09T14:13:46.993;98;43,8
2026-03-09T14:13:47.992;99;42,4
2026-03-09T14:13:49.034;100;42,4
2026-03-09T14:13:49.993;100;42,3
2026-03-09T14:13:50.993;101;39,3
2026-03-09T14:13:51.994;101;39,3
2026-03-09T14:13:53.032;97;41,6
2026-03-09T14:13:53.991;95;40,5
2026-03-09T14:13:54.994;93;40,6
2026-03-09T14:13:56.271;93;40,5
2026-03-09T14:13:57.076;92;40,5
2026-03-09T14:13:58.296;92;40,5
2026-03-09T14:13:59.108;94;40,6
2026-03-09T14:14:00.726;94;40,6
2026-03-09T14:14:01.943;92;25,7
2026-03-09T14:14:02.346;91;25,7
2026-03-09T14:14:03.968;91;25,3
2026-03-09T14:14:04.371;94;23,2
2026-03-09T14:14:05.182;95;23,0
2026-03-09T14:14:05.989;95;22,9
2026-03-09T14:14:07.207;95;22,9
2026-03-09T14:14:08.017;94;22,9
2026-03-09T14:14:09.637;92;24,2
2026-03-09T14:14:10.852;91;24,2
2026-03-09T14:14:11.256;91;24,7
2026-03-09T14:14:12.472;91;19,1
2026-03-09T14:14:13.282;92;19,2
2026-03-09T14:14:14.093;94;18,2
2026-03-09T14:14:15.307;94;18,2
2026-03-09T14:14:16.117;94;18,2
2026-03-09T14:14:17.351;95;17,8
2026-03-09T14:14:18.142;95;17,8
2026-03-09T14:14:20.167;95;18,3
2026-03-09T14:14:20.170;93;15,8
2026-03-09T14:14:21.380;91;22,0
2026-03-09T14:14:23.004;89;19,8
2026-03-09T14:14:23.007;90;22,3
2026-03-09T14:14:24.217;91;22,4
2026-03-09T14:14:25.025;92;22,4
2026-03-09T14:14:26.246;94;22,3
2026-03-09T14:14:28.267;95;22,5
2026-03-09T14:14:28.270;98;21,3
2026-03-09T14:14:29.077;98;21,3
2026-03-09T14:14:30.697;96;23,6
2026-03-09T14:14:31.098;92;26,5
2026-03-09T14:14:32.317;90;26,4
2026-03-09T14:14:33.128;90;27,5
2026-03-09T14:14:34.352;90;27,5
2026-03-09T14:14:35.152;90;27,6
2026-03-09T14:14:37.179;91;27,6
2026-03-09T14:14:37.991;92;28,0
2026-03-09T14:14:37.994;93;27,7
2026-03-09T14:14:39.606;92;28,4
2026-03-09T14:14:40.013;90;24,3
2026-03-09T14:14:41.227;90;24,3
2026-03-09T14:14:42.040;91;22,1
2026-03-09T14:14:43.247;94;23,0
2026-03-09T14:14:44.060;96;22,9
2026-03-09T14:14:46.082;98;22,9
2026-03-09T14:14:46.085;99;23,0
2026-03-09T14:14:47.302;99;38,8
2026-03-09T14:14:48.520;98;39,5
2026-03-09T14:14:49.329;98;39,5
2026-03-09T14:14:50.131;91;36,4
2026-03-09T14:14:51.356;90;38,2
2026-03-09T14:14:53.372;91;39,1
2026-03-09T14:14:53.783;94;39,1
2026-03-09T14:14:54.181;95;39,1
2026-03-09T14:14:54.990;96;39,1
2026-03-09T14:14:56.211;96;39,2
2026-03-09T14:14:57.018;93;40,0
2026-03-09T14:14:58.234;90;40,0
2026-03-09T14:14:59.046;90;39,2
2026-03-09T14:15:00.258;90;39,2
2026-03-09T14:15:01.073;90;39,2
2026-03-09T14:15:02.286;92;39,9
2026-03-09T14:15:03.097;94;39,8
2026-03-09T14:15:04.312;97;39,8
2026-03-09T14:15:05.121;99;24,4
2026-03-09T14:15:06.338;100;23,0
2026-03-09T14:15:07.148;101;23,0
2026-03-09T14:15:08.361;99;23,6
2026-03-09T14:15:09.172;96;30,4
2026-03-09T14:15:09.982;92;28,1
2026-03-09T14:15:11.198;91;26,9
2026-03-09T14:15:13.623;90;25,9
2026-03-09T14:15:13.627;89;25,9
2026-03-09T14:15:14.438;90;27,0
2026-03-09T14:15:15.248;92;27,3
2026-03-09T14:15:16.058;93;25,8
2026-03-09T14:15:17.272;94;25,8
2026-03-09T14:15:18.082;95;25,9
2026-03-09T14:15:19.311;96;25,8
2026-03-09T14:15:20.106;95;27,1
2026-03-09T14:15:21.324;90;29,6
2026-03-09T14:15:22.132;89;29,3
2026-03-09T14:15:23.348;89;30,4
2026-03-09T14:15:24.159;89;30,4
2026-03-09T14:15:25.374;90;30,8
2026-03-09T14:15:26.585;93;31,8
2026-03-09T14:15:26.994;94;31,4
2026-03-09T14:15:28.212;95;24,3
2026-03-09T14:15:29.016;95;24,3
2026-03-09T14:15:30.232;96;24,2
2026-03-09T14:15:32.256;96;24,2
2026-03-09T14:15:32.260;92;26,3
2026-03-09T14:15:33.063;90;25,1
2026-03-09T14:15:34.283;91;25,9
2026-03-09T14:15:35.089;93;27,1
2026-03-09T14:15:36.307;95;27,1
2026-03-09T14:15:37.120;96;27,0
2026-03-09T14:15:38.331;97;27,0
2026-03-09T14:15:39.952;97;25,8
2026-03-09T14:15:40.766;91;25,0
2026-03-09T14:15:41.168;85;33,0
2026-03-09T14:15:42.787;84;32,1
2026-03-09T14:15:43.192;83;32,6
2026-03-09T14:15:44.002;83;33,6
2026-03-09T14:15:45.625;84;33,5
2026-03-09T14:15:46.027;88;34,1
2026-03-09T14:15:47.244;92;34,1
2026-03-09T14:15:48.053;96;34,1
2026-03-09T14:15:49.268;97;34,1
2026-03-09T14:15:50.484;99;33,3
2026-03-09T14:15:51.293;99;32,6
2026-03-09T14:15:52.098;100;32,6
2026-03-09T14:15:53.319;101;31,5
2026-03-09T14:15:54.127;101;36,7
2026-03-09T14:15:55.344;100;37,2
2026-03-09T14:15:56.153;100;37,2
2026-03-09T14:15:57.775;93;37,3
2026-03-09T14:15:58.581;94;40,5
2026-03-09T14:15:58.988;96;38,7
2026-03-09T14:16:00.200;97;32,1
2026-03-09T14:16:01.013;96;32,8
2026-03-09T14:16:02.229;94;32,6
2026-03-09T14:16:03.035;93;31,9
2026-03-09T14:16:04.254;94;31,0
2026-03-09T14:16:05.872;96;30,9
2026-03-09T14:16:06.683;99;31,0
2026-03-09T14:16:07.088;100;31,1
2026-03-09T14:16:08.300;103;31,1
